# Pathway Id	Pathway Name	Gene Id	Gene Name	Perturbation	Accumulator	pValue
path:hsa00190	Oxidative phosphorylation - Enriched	ISG15	ISG15	2.25	0.0	1.0
path:hsa00190	Oxidative phosphorylation - Enriched	9296	ATP6V1F	0.0	0.0	1.0
path:hsa00190	Oxidative phosphorylation - Enriched	506	ATP5F1B	0.0	0.0	1.0
path:hsa00190	Oxidative phosphorylation - Enriched	509	ATP5F1C	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C21939	(5Z,8Z,11Z)-Icosatrienoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	hsa-miR-130b-3p	hsa-miR-130b-3p	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C03035	gamma-Linolenoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C03595	8,11,14-Eicosatrienoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	BRCA1	BRCA1	-1.23	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C00249	Hexadecanoic acid	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C16180	(11Z,14Z)-Icosadienoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C01530	Octadecanoic acid	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C06425	Icosanoic acid	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C06426	(6Z,9Z,12Z)-Octadecatrienoic acid	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C06427	(9Z,12Z,15Z)-Octadecatrienoic acid	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C21943	Sapienoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C06428	(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C06429	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	641371	ACOT1	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C03242	Dihomo-gamma-linolenate	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C00412	Stearoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	79966	SCD5	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	6319	SCD	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C21937	(8Z,11Z)-Icosadienoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C21935	(6Z,9Z)-Octadecadienoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C00219	Arachidonate	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C02041	Eicosanoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	570	BAAT	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C16160	Linoleoyl-[acyl-carrier protein]	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C16161	alpha-Linolenoyl-ACP	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C02249	Arachidonyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C01595	Linoleate	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C16168	(6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosahexaenoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C16169	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C16167	(9Z,12Z,15Z,18Z,21Z)-Tetracosapentaenoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C16164	(8Z,11Z,14Z,17Z)-Icosatetraenoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C16165	(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C16162	(9Z,12Z,15Z)-Octadecatrienoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C16163	(6Z,9Z,12Z,15Z)-Octadecatetraenoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	9415	FADS2	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	3992	FADS1	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	ISG15	ISG15	2.25	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C21072	Palmitoleoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C02050	Linoleoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	10965	ACOT2	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C16171	(9Z,12Z,15Z,18Z)-Tetracosatetraenoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C00510	Oleoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C16172	(6Z,9Z,12Z,15Z,18Z)-Tetracosapentaenoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C01203	Oleoyl-[acyl-carrier protein]	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	122970	ACOT4	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C00154	Palmitoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C05764	Hexadecanoyl-[acp]	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C16179	(11Z,14Z,17Z)-Icosatrienoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	11332	ACOT7	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C16530	Icosenoyl-CoA	0.0	0.0	1.0
path:hsa01040	Biosynthesis of unsaturated fatty acids - Enriched	cpd:C00712	(9Z)-Octadecenoic acid	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	4055	LTBR	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-101-3p	hsa-miR-101-3p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	BRCA1	BRCA1	-1.23	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	8174	MADCAM1	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-21-5p	hsa-miR-21-5p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-155-5p	hsa-miR-155-5p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-23a-3p	hsa-miR-23a-3p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	9020	MAP3K14	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-133b	hsa-miR-133b	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-139-5p	hsa-miR-139-5p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-137	hsa-miR-137	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-520e	hsa-miR-520e	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-383-5p	hsa-miR-383-5p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-494-3p	hsa-miR-494-3p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-335-5p	hsa-miR-335-5p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	3676	ITGA4	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-146a-5p	hsa-miR-146a-5p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	958	CD40	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	959	CD40LG	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	2826	CCR10	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-886-3p	hsa-miR-886-3p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	8741	TNFSF13	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	7852	CXCR4	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	3695	ITGB7	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-1-3p	hsa-miR-1-3p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-503-5p	hsa-miR-503-5p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-150-5p	hsa-miR-150-5p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-663a	hsa-miR-663a	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-202-3p	hsa-miR-202-3p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	3601	IL15RA	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-125b-5p	hsa-miR-125b-5p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	3600	IL15	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	mmu-miR-140-5p	mmu-miR-140-5p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	23495	TNFRSF13B	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-204-5p	hsa-miR-204-5p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-448	hsa-miR-448	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	608	TNFRSF17	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-126-5p	hsa-miR-126-5p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	5284	PIGR	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	23308	ICOSLG	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	102723407	LOC102723407	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-9-5p	hsa-miR-9-5p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	6370	CCL25	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-224-5p	hsa-miR-224-5p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	56477	CCL28	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-17-5p	hsa-miR-17-5p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-494-5p	hsa-miR-494-5p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-146a-3p	hsa-miR-146a-3p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	10673	TNFSF13B	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-454-3p	hsa-miR-454-3p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	6387	CXCL12	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-1-5p	hsa-miR-1-5p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	ISG15	ISG15	2.25	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	102723996	LOC102723996	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	115650	TNFRSF13C	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-202-5p	hsa-miR-202-5p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	940	CD28	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	10803	CCR9	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-221-3p	hsa-miR-221-3p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	941	CD80	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	29851	ICOS	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	942	CD86	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-31-5p	hsa-miR-31-5p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-126-3p	hsa-miR-126-3p	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-622	hsa-miR-622	0.0	0.0	1.0
path:hsa04672	Intestinal immune network for IgA production - Enriched	hsa-miR-145-5p	hsa-miR-145-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	3280	HES1	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-96-5p	hsa-miR-96-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	378708	CENPS	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-19a-5p	hsa-miR-19a-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-375-3p	hsa-miR-375-3p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-92a-3p	hsa-miR-92a-3p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	BRCA1	BRCA1	-1.23	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	55120	FANCL	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-155-5p	hsa-miR-155-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-9-3p	hsa-miR-9-3p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-23a-3p	hsa-miR-23a-3p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	4292	MLH1	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-125a-3p	hsa-miR-125a-3p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	672	BRCA1	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-19b-1-5p	hsa-miR-19b-1-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	84126	ATRIP	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	675	BRCA2	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-383-5p	hsa-miR-383-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-205-3p	hsa-miR-205-3p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-335-5p	hsa-miR-335-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	2189	FANCG	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	83990	BRIP1	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	22909	FAN1	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-17-3p	hsa-miR-17-3p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-146a-5p	hsa-miR-146a-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-18a-5p	hsa-miR-18a-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-148b-3p	hsa-miR-148b-3p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-593-3p	hsa-miR-593-3p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	91442	FAAP24	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	5395	PMS2	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-24-3p	hsa-miR-24-3p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	8940	TOP3B	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-19b-3p	hsa-miR-19b-3p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-410-3p	hsa-miR-410-3p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-503-5p	hsa-miR-503-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-524-5p	hsa-miR-524-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	80233	FAAP100	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	201254	CENPX	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	641	BLM	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	55215	FANCI	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	57599	WDR48	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	6117	RPA1	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-16-5p	hsa-miR-16-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	79728	PALB2	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	6119	RPA3	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-146b-3p	hsa-miR-146b-3p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	6118	RPA2	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-185-5p	hsa-miR-185-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-92a-1-5p	hsa-miR-92a-1-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-20a-3p	hsa-miR-20a-3p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-765	hsa-miR-765	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-199b-5p	hsa-miR-199b-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-15a-5p	hsa-miR-15a-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	2177	FANCD2	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	2176	FANCC	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	116028	RMI2	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	2175	FANCA	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-19a-3p	hsa-miR-19a-3p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-155-3p	hsa-miR-155-3p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-9-5p	hsa-miR-9-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-let-7i-5p	hsa-let-7i-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	29089	UBE2T	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-381-5p	hsa-miR-381-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-30a-5p	hsa-miR-30a-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-593-5p	hsa-miR-593-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-17-5p	hsa-miR-17-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-146a-3p	hsa-miR-146a-3p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-18a-3p	hsa-miR-18a-3p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-20b-5p	hsa-miR-20b-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	9894	TELO2	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	7398	USP1	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	7156	TOP3A	0.0	0.0	1.0
